,GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
0,"gov. gavin newsom on tuesday declared a state of emergency for the city of rancho palos verdes ""to protect public safety amid ongoing land movement that has resulted in disrupted utility services and evacuation warnings for impacted residents.""","gov. gavin newsom on tuesday declared a state of emergency for the city of rancho palos verdes ""to protect public safety amid ongoing land movement that has resulted in disrupted utility services and evacuation warnings for impacted residents.""",100,Named_Person,Named_Person,Yes,gavin newsom,gavin newsom,100,governor,gov.,0.6401526927947998,,,0.0,governor ,gov. ,0.6401526927947998
1,"in february, rancho palos verdes mayor john cruikshank said a state of emergency declaration from the governor would allow them to bypass state permit requirements for repair efforts.","in february, rancho palos verdes mayor john cruikshank said a state of emergency declaration from the governor would allow them to bypass state permit requirements for repair efforts.",100,Named_Person,Named_Person,Yes,john cruikshank,john cruikshank,100,mayor,mayor,1.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,mayor ,"mayor the cityâs mayor,rancho palos verdes mayor",0.8947310447692871
2,a spokesperson for southern california edison on monday said the power outages will impact some homes longer than others: they say 20 will be without power indefinitely and 38 will be without power for one to three weeks. the rest were slated to be without power for 24 hours.,a spokesperson for southern california edison on monday said the power outages will impact some homes longer than others: they say 20 will be without power indefinitely and 38 will be without power for one to three weeks.,100,Named_Organization,Named_Organization,Yes,southern california edison,southern california edison,100,,,0.0,many impacted residents have purchased generators so they can stay on their properties despite power outages.,"southern california edison officials,a spokesperson for southern california edison",0.26106733083724976, many impacted residents have purchased generators so they can stay on their properties despite power outages.," southern california edison officials,a spokesperson for southern california edison",0.26106733083724976
3,"on thursday, socalgas announced that it was shutting off gas service to additional 29 homes in the western seaview area and another 25 homes in the portuguese bend beach club starting at 3 p.m. friday. the shut-offs are expected to last indefinitely, the utility added.","on thursday, socalgas announced that it was shutting off gas service to additional 29 homes in the western seaview area and another 25 homes in the portuguese bend beach club starting at 3 p.m. friday.",100,Named_Organization,Named_Organization,Yes,socalgas,socalgas,100,,,0.0,,,0.0, , ,0.0
4,"“the land movement has created a dangerous situation, and edison is deciding to disconnect to keep that community safe,” said jim hanggi, a spokesperson for the utility. “it is a fluid situation and we’re working on solutions to keep the power flowing but as conditions change we’ll need to adjust to keep the community safe.”","âthe land movement has created a dangerous situation, and edison is deciding to disconnect to keep that community safe,â said jim hanggi, a spokesperson for the utility.",100,Named_Person,Named_Person,Yes,jim hanggi,jim hanggi,100,"spokesperson, southern california edison",spokesperson,1.0,,a spokesperson for the utility,0.0,"spokesperson, southern california edison ",spokesperson a spokesperson for the utility,0.771350622177124
5,"impacted residents, many of whom are older, have disabilities and bought their homes decades ago, have experienced a range of difficult emotions as they’ve been displaced in recent months and watched their community dramatically change due to the land movement.","impacted residents, many of whom are older, have disabilities and bought their homes decades ago, have experienced a range of difficult emotions as theyâve been displaced in recent months and watched their community dramatically change due to the land movement.",100,Anonymous_Groups,Anonymous_Groups,Yes,,impacted residents,0,,,0.0,,"many of whom are older, have disabilities and bought their homes decades ago",0.0, ," many of whom are older, have disabilities and bought their homes decades ago",0.0
6,some say they weren’t given sufficient warning about the power shutoffs and aren’t sure where to go.,some say they werenât given sufficient warning about the power shutoffs and arenât sure where to go.,96,Anonymous_Groups,Anonymous_Groups,Yes,impacted residents,impacted residents,100,,,0.0,"impacted residents, many of whom are older, have disabilities and bought their homes decades ago, have experienced a range of difficult emotions as they’ve been displaced in recent months and watched their community dramatically change due to the land movement.","many of whom are older, have disabilities and bought their homes decades ago",1.0000001192092896," impacted residents, many of whom are older, have disabilities and bought their homes decades ago, have experienced a range of difficult emotions as they’ve been displaced in recent months and watched their community dramatically change due to the land movement."," many of whom are older, have disabilities and bought their homes decades ago",1.0000001192092896
7,"gordon leon told laist he plans to move into a tiny home on his property and bought four generators to power it. he said he’s had no gas for weeks now, but water is still running. the power in his house has been shut off indefinitely, so his plan is to move off the grid.",gordon leon told laist he plans to move into a tiny home on his property and bought four generators to power it.,100,Named_Person,Named_Person,Yes,gordon leon,gordon leon,100,,,0.0,others plan to stay.,,0.0, others plan to stay., ,0.0
8,"leon said he and his neighbors are just trying to ""figure out how to survive.” some, he said, are getting ready to leave permanently.","some, he said, are getting ready to leave permanently.",100,Named_Person,Anonymous_Groups,No,gordon leon,neighbors,30,,,0.0,others plan to stay.,,0.0, others plan to stay., ,0.0
9,"leon doesn't want to leave his neighborhood because he loves its beauty and that he gets to look at the ocean every day, he said.","leon doesn't want to leave his neighborhood because he loves its beauty and that he gets to look at the ocean every day, he said.",100,Named_Person,Named_Person,Yes,gordon leon,gordon leon,100,,,0.0,others plan to stay.,,0.0, others plan to stay., ,0.0
10,a spokesperson for southern california edison told laist that the utility is not providing generators because they feel the ground is too unstable for that to be a long-term solution.,a spokesperson for southern california edison told laist that the utility is not providing generators because they feel the ground is too unstable for that to be a long-term solution.,100,Named_Organization,Named_Organization,Yes,southern california edison,southern california edison,100,,,0.0,many impacted residents have purchased generators so they can stay on their properties despite power outages.,"southern california edison officials,a spokesperson for southern california edison",0.26106733083724976, many impacted residents have purchased generators so they can stay on their properties despite power outages.," southern california edison officials,a spokesperson for southern california edison",0.26106733083724976
11,"the city’s mayor, john cruikshank, told laist on monday that southern california edison should have done more earlier to transition residents off grid and prevent additional outages. cruikshank said he’s working with private energy companies — and that he has even reached out to elon musk — to figure out how to shift those residents off the grid longer-term.","the cityâs mayor, john cruikshank, told laist on monday that southern california edison should have done more earlier to transition residents off grid and prevent additional outages.",100,Named_Person,Named_Person,Yes,john cruikshank,john cruikshank,100,mayor,mayor,1.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,mayor ,"mayor the cityâs mayor,rancho palos verdes mayor",0.8947310447692871
12,"“we’re hearing that our residents want to stay in their homes, and we're doing everything we can to keep them in their homes,” cruikshank said. “we're going to do everything we can to push the governor and the federal government to provide them funds.”","âweâre hearing that our residents want to stay in their homes, and we're doing everything we can to keep them in their homes,â cruikshank said.",100,Named_Person,Named_Person,Yes,john cruikshank,john cruikshank,100,mayor,mayor,1.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,mayor ,"mayor the cityâs mayor,rancho palos verdes mayor",0.8947310447692871
13,the city states on its website that it is working to identify “hotels and other accommodations that can offer discounted rates for residents.”,,0,Named_Organization,,No,rancho palos verdes city,,0,,,0.0,,,0.0, ,,0.0
14,"on sunday, southern california edison officials said they will provide a vehicle to serve people who need to charge devices or get information. that customer care vehicle will be parked on narcissa drive at the pepper wood gate, starting sunday through tuesday. the hours of operation are from 10 a.m. to 6 p.m.","on sunday, southern california edison indefinitely cut off electricity to about 140 homes in the portuguese bend area of rancho palos verdes.",100,Named_Organization,Named_Organization,Yes,southern california edison,southern california edison,100,,,0.0,many impacted residents have purchased generators so they can stay on their properties despite power outages.,"southern california edison officials,a spokesperson for southern california edison",0.26106733083724976, many impacted residents have purchased generators so they can stay on their properties despite power outages.," southern california edison officials,a spokesperson for southern california edison",0.26106733083724976
15,,the rest were slated to be without power for 24 hours.,0,,Named_Organization,No,,southern california edison,0,,,0.0,,"southern california edison officials,a spokesperson for southern california edison",0.0,," southern california edison officials,a spokesperson for southern california edison",0.0
16,,"the shut-offs are expected to last indefinitely, the utility added.",0,,Named_Organization,No,,socalgas,0,,,0.0,,,0.0,, ,0.0
17,,"on sunday, southern california edison officials said they will provide a vehicle to serve people who need to charge devices or get information.",0,,Named_Organization,No,,southern california edison,0,,,0.0,,"southern california edison officials,a spokesperson for southern california edison",0.0,," southern california edison officials,a spokesperson for southern california edison",0.0
18,,âit is a fluid situation and weâre working on solutions to keep the power flowing but as conditions change weâll need to adjust to keep the community safe.â,0,,Named_Person,No,,jim hanggi,0,,spokesperson,0.0,,a spokesperson for the utility,0.0,,spokesperson a spokesperson for the utility,0.0
19,,"he said heâs had no gas for weeks now, but water is still running.",0,,Named_Person,No,,gordon leon,0,,,0.0,,,0.0,, ,0.0
20,,"the power in his house has been shut off indefinitely, so his plan is to move off the grid.",0,,Named_Person,No,,gordon leon,0,,,0.0,,,0.0,, ,0.0
21,,"leon said he and his neighbors are just trying to ""figure out how to survive.â",0,,Named_Person,No,,gordon leon,0,,,0.0,,,0.0,, ,0.0
22,,cruikshank said heâs working with private energy companies â and that he has even reached out to elon musk â to figure out how to shift those residents off the grid longer-term.,0,,Named_Person,No,,john cruikshank,0,,mayor,0.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,,"mayor the cityâs mayor,rancho palos verdes mayor",0.0
23,,âwe're going to do everything we can to push the governor and the federal government to provide them funds.â,0,,Named_Person,No,,john cruikshank,0,,mayor,0.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,,"mayor the cityâs mayor,rancho palos verdes mayor",0.0
24,,"cruikshank has called on state and federal officials to declare a state of emergency â so far, that step has not been taken.",0,,Named_Person,No,,john cruikshank,0,,mayor,0.0,,"the cityâs mayor,rancho palos verdes mayor",0.0,,"mayor the cityâs mayor,rancho palos verdes mayor",0.0
25,,others plan to stay.,0,,Anonymous_Groups,No,,impacted residents,0,,,0.0,,"many of whom are older, have disabilities and bought their homes decades ago",0.0,," many of whom are older, have disabilities and bought their homes decades ago",0.0
26,,many impacted residents have purchased generators so they can stay on their properties despite power outages.,0,,Anonymous_Groups,No,,impacted residents,0,,,0.0,,"many of whom are older, have disabilities and bought their homes decades ago",0.0,," many of whom are older, have disabilities and bought their homes decades ago",0.0
27,"gov. gavin newsom on tuesday declared a state of emergency for the city of rancho palos verdes ""to protect public safety amid ongoing land movement that has resulted in disrupted utility services and evacuation warnings for impacted residents.""","gov. gavin newsom on tuesday declared a state of emergency for the city of rancho palos verdes ""to protect public safety amid ongoing land movement that has resulted in disrupted utility services and evacuation warnings for impacted residents.""",100,Named_Person,Named_Person,Yes,gavin newsom,gavin newsom,100,governor,gov.,0.6401526927947998,,,0.0,governor ,gov. ,0.6401526927947998
